title,authors,book_format,cur_price,old_price,isbn13,publisher,publication_date,pages,product_dimensions
1984,George Orwell,Paperback,$7.96,$9.99,9780451524935,Penguin Publishing Group,07/01/1950,336,4.30(w) x 7.60(h) x 1.00(d)
2666,Roberto Bolaño,Paperback,$23.40,$26.00,9780312429218,Picador,09/01/2009,912,5.50(w) x 8.10(h) x 1.70(d)
....Or So They Say: History of idioms and superstitions,Ms Y Grantham,Paperback,$10.95,$10.95,9781517639228,CreateSpace Publishing,09/28/2015,178,6.00(w) x 9.00(h) x 0.38(d)
'Til Morning Light,Ann Moore,Paperback,$15.75,$16.99,9781504052818,Open Road Integrated Media LLC,08/21/2018,398,5.50(w) x 8.40(h) x 0.90(d)
"'Work Hard, Study...and Keep Out of Politics!': Adventures and Lessons from an Unexpected Public Life",James A. Baker III,Paperback,$21.95,$21.95,9780810124899,Northwestern University Press,06/28/2008,496,5.90(w) x 8.90(h) x 1.10(d)
"""A Rich Spot of Earth"": Thomas Jefferson's Revolutionary Garden at Monticello",Peter J. Hatch,Paperback,$27.50,$27.50,9780300208627,Yale University Press,09/30/2014,280,8.40(w) x 10.10(h) x 0.40(d)
11/22/63,Stephen King,Paperback,$17.80,$19.99,9781451627299,Gallery Books,07/24/2012,849,6.18(w) x 8.84(h) x 2.03(d)
1177 B.C.: The Year Civilization Collapsed,Eric H. Cline,Paperback,$14.41,$16.95,9780691168388,Princeton University Press,09/22/2015,264,5.40(w) x 8.40(h) x 0.90(d)
14 Minutes: A Running Legend's Life and Death and Life,Alberto Salazar,Paperback,$14.39,$15.99,9781609619985,Potter/Ten Speed/Harmony/Rodale,04/09/2013,280,5.70(w) x 8.30(h) x 0.76(d)
18 in America: A Young Golfer's Epic Journey to Find the Essence of the Game,Dylan Dethier,Paperback,$17.99,$17.99,9781451693645,Scribner,04/22/2014,272,5.50(w) x 8.37(h) x 0.70(d)
1916: A Novel of the Irish Rebellion,Morgan Llywelyn,Paperback,$15.29,$16.99,9780765386144,Tom Doherty Associates,03/01/2016,464,5.70(w) x 8.40(h) x 1.60(d)
"1917: Lenin, Wilson, and the Birth of the New World Disorder",Arthur Herman PhD,Paperback,$17.09,$18.99,9780062570895,HarperCollins Publishers,11/27/2018,496,5.20(w) x 7.90(h) x 1.20(d)
1984 (en español),George Orwell,Paperback,$10.00,$10.00,9788499890944,PRH Grupo Editorial,07/16/2013,352,7.30(w) x 4.90(h) x 0.60(d)
1Q84,Haruki Murakami,Paperback,$17.01,$18.00,9780307476463,Knopf Doubleday Publishing Group,01/22/2013,1184,5.44(w) x 7.76(h) x 2.09(d)
"20,000 Leagues under the Sea (Bantam Classics Series)",Jules Verne,Paperback,$5.99,$5.99,9780553212525,Random House Publishing Group,01/01/1985,448,4.15(w) x 6.87(h) x 0.93(d)
21: The Story Of Roberto Clemente,Wilfred Santiago,Paperback,$17.99,$19.99,9781606997758,Fantagraphics Books,09/21/2014,200,5.90(w) x 7.70(h) x 0.60(d)
24 Hours in Ancient Egypt: A Day in the Life of the People Who Lived There,Donald P. Ryan,Hardcover,$11.87,$16.95,9781782439110,Michael O'Mara Books,04/01/2019,272,5.20(w) x 7.90(h) x 1.10(d)
24 Hours in Ancient Rome: A Day in the Life of the People Who Lived There,Philip Matuszak,Hardcover,$15.72,$16.95,9781782438564,Michael O'Mara Books,09/01/2018,272,5.10(w) x 7.90(h) x 0.90(d)
"26 Marathons: What I Learned About Faith, Identity, Running, and Life from My Marathon Career",Meb Keflezighi,Hardcover,$21.24,$24.99,9781635652888,Potter/Ten Speed/Harmony/Rodale,03/19/2019,256,5.60(w) x 8.20(h) x 1.20(d)
32 Ways to Be a Champion in Business,"Earvin ""Magic"" Johnson",Paperback,$15.00,$15.00,9780307461896,The Crown Publishing Group,12/29/2009,320,5.20(w) x 8.00(h) x 0.70(d)
4:50 From Paddington: A Miss Marple Mystery,Agatha Christie,Paperback,$14.99,$14.99,9780062073662,HarperCollins Publishers,04/12/2011,288,7.82(w) x 5.38(h) x 0.73(d)
40 Greatest Players in Boston Celtics Basketball History,Robert W. Cohen,Hardcover,$22.46,$24.95,9781608936250,Down East Books,08/01/2017,392,5.90(w) x 9.10(h) x 1.10(d)
41: Inside the Presidency of George H. W. Bush,Michael Nelson (Editor),Hardcover,$78.95,$78.95,9780801452635,Cornell University Press,03/04/2014,280,6.00(w) x 9.30(h) x 0.90(d)
41: Un retrato de mi padre (Edicion en espanol),George W. Bush,Paperback,$15.95,$15.95,9781101911792,Knopf Doubleday Publishing Group,02/10/2015,368,5.40(w) x 8.20(h) x 1.30(d)
44 Scotland Street (44 Scotland Street Series #1),Alexander McCall Smith,Paperback,$14.36,$15.95,9781400079445,Knopf Doubleday Publishing Group,06/14/2005,352,5.00(w) x 8.00(h) x 0.70(d)
44: The Legacy of President Obama,President Obama Book,Hardcover,$18.78,$19.99,9780998235103,H&L Group,10/19/2016,114,6.00(w) x 9.00(h) x 0.44(d)
4th and Goal Every Day: Alabama's Relentless Pursuit of Perfection,Phil Savage,Paperback,$15.29,$16.99,9781250178183,St. Martin's Press,08/28/2018,336,5.40(w) x 8.20(h) x 0.80(d)
4th and Goal: One Man's Quest to Recapture His Dream,Monte Burke,Hardcover,$26.99,$26.99,9781455514045,Grand Central Publishing,09/18/2012,288,8.90(w) x 6.20(h) x 0.70(d)
56: Joe DiMaggio and the Last Magic Number in Sports,Kostya Kennedy,Paperback,$6.98,$16.95,9780594688976,"Time Home Entertainment, Inc",03/06/2012,368,6.00(w) x 8.90(h) x 1.00(d)
700 Sundays,Billy Crystal,Paperback,$14.76,$15.00,9780446698511,Grand Central Publishing,10/24/2006,192,5.31(w) x 8.00(h) x 0.37(d)
99: Stories of the Game,Wayne Gretzky,Hardcover,$6.98,$28.00,9780594890539,Penguin Publishing Group,10/18/2016,416,6.40(w) x 9.00(h) x 1.60(d)
A Beautiful Blue Death (Charles Lenox Series #1),Charles Finch,Paperback,$15.29,$16.99,9780312386078,St. Martin's Press,07/22/2008,336,5.40(w) x 8.20(h) x 1.00(d)
A Bitter Truth (Bess Crawford Series #3),Charles Todd,Paperback,$14.39,$15.99,9780062015716,HarperCollins Publishers,05/01/2012,368,5.34(w) x 7.80(h) x 0.88(d)
A Blaze of Glory: A Novel of the Battle of Shiloh,Jeff Shaara,Paperback,$16.20,$18.00,9780345527363,Random House Publishing Group,04/09/2013,480,5.34(w) x 7.80(h) x 1.02(d)
A Body of Work: Dancing to the Edge and Back,David Hallberg,Paperback,$16.20,$18.00,9781476771168,Atria Books,01/08/2019,432,6.00(w) x 8.90(h) x 1.10(d)
A Boy in Winter,Rachel Seiffert,Paperback,$14.83,$16.00,9780804168809,Knopf Doubleday Publishing Group,07/10/2018,258,5.10(w) x 7.90(h) x 0.70(d)
A Breach of Promise (William Monk Series #9),Anne Perry,Paperback,$15.76,$17.00,9780345523747,Random House Publishing Group,10/04/2011,384,5.10(w) x 8.00(h) x 0.81(d)
A Breath of Hope (Under Northern Skies Series #2),Lauraine Snelling,Paperback,$14.39,$15.99,9780764218972,Baker Publishing Group,04/03/2018,336,5.40(w) x 8.30(h) x 1.20(d)
A Bridge Across the Ocean,Susan Meissner,Paperback,$13.50,$15.00,9780451476005,Penguin Publishing Group,03/14/2017,384,5.40(w) x 7.50(h) x 1.10(d)
A Brief History of Seven Killings,Marlon James,Paperback,$14.65,$17.00,9781594633942,Penguin Publishing Group,09/08/2015,704,5.43(w) x 8.21(h) x 1.44(d)
A Brush with Shadows (Lady Darby Mystery Series #6),Anna Lee Huber,Paperback,$15.27,$16.00,9780399587221,Penguin Publishing Group,03/06/2018,384,5.14(w) x 7.99(h) x 0.97(d)
A Burial at Sea (Charles Lenox Series #5),Charles Finch,Paperback,$16.22,$17.99,9781250008145,St. Martin's Press,08/07/2012,336,5.58(w) x 8.10(h) x 0.88(d)
A Cabinet of Byzantine Curiosities: Strange Tales and Surprising Facts from History's Most Orthodox Empire,Anthony Kaldellis,Hardcover,$17.06,$18.95,9780190625948,Oxford University Press,10/02/2017,248,8.30(w) x 5.80(h) x 0.90(d)
"A Captain's Duty: Somali Pirates, Navy SEALs, and Dangerous Days at Sea",Richard Phillips,Paperback,$14.39,$15.99,9781401310448,Hachette Books,01/18/2011,304,5.25(w) x 8.00(h) x 0.87(d)
A Cast Of Killers,Sidney D. Kirkpatrick,Paperback,$15.99,$15.99,9781419677465,"BookSurge, LLC",03/20/2007,336,5.25(w) x 8.00(h) x 0.70(d)
A Casualty of War (Bess Crawford Series #9),Charles Todd,Paperback,$14.39,$15.99,9780062678799,HarperCollins Publishers,07/31/2018,400,5.30(w) x 7.70(h) x 1.10(d)
A Chain of Thunder: A Novel of the Siege of Vicksburg,Jeff Shaara,Paperback,$17.19,$18.00,9780345527394,Random House Publishing Group,05/06/2014,608,5.10(w) x 7.80(h) x 1.60(d)
A Champion's Mind: Lessons from a Life in Tennis,Pete Sampras,Paperback,$15.66,$16.00,9780307383303,Crown/Archetype,05/26/2009,320,5.10(w) x 7.90(h) x 0.80(d)
A Christmas Carol,Charles Dickens,Paperback,$6.29,$6.99,9780141324524,Penguin Young Readers Group,09/11/2008,160,5.00(w) x 6.90(h) x 0.60(d)
A Christmas Carol,Charles Dickens,Paperback,$3.95,$3.95,9780553212440,Random House Publishing Group,11/28/1986,112,4.16(w) x 6.89(h) x 0.31(d)
A Christmas Carol and Other Christmas Writings,Charles Dickens,Paperback,$10.51,$11.00,9780140439052,Penguin Publishing Group,09/16/2003,336,5.09(w) x 7.80(h) x 0.78(d)
A Christmas Carol: And Other Christmas Books,Charles Dickens,Paperback,$10.00,$10.00,9780307947215,Knopf Doubleday Publishing Group,11/29/2011,416,5.40(w) x 7.90(h) x 1.00(d)
A Christmas Carol: With Original Illustrations In Full Color,Charles Dickens,Paperback,$9.00,$9.00,9781936830916,Suzeteo Enterprises,10/17/2016,96,5.40(w) x 8.30(h) x 0.30(d)
A Christmas Return,Anne Perry,Hardcover,$18.00,$20.00,9780425285077,Random House Publishing Group,11/07/2017,192,5.00(w) x 7.40(h) x 1.00(d)
A Clergyman's Daughter,George Orwell,Paperback,$18.95,$18.95,9780156180658,Houghton Mifflin Harcourt,01/01/1950,324,5.25(w) x 8.00(h) x 0.73(d)
A Clockwork Orange,Anthony Burgess,Paperback,$13.56,$15.95,9780393312836,"Norton, W. W. & Company, Inc.",04/17/1995,240,5.40(w) x 8.20(h) x 0.70(d)
A Coach's Life: My Forty Years in College Basketball,Dean Smith,Paperback,$14.62,$16.00,9780375758805,Random House Publishing Group,02/12/2002,464,5.15(w) x 8.00(h) x 0.95(d)
A Cold Treachery (Inspector Ian Rutledge Series #7),Charles Todd,Paperback,$7.99,$7.99,9780553586619,Random House Publishing Group,08/30/2005,416,4.20(w) x 7.00(h) x 1.10(d)
A Column of Fire (Kingsbridge Series #3),Ken Follett,Paperback,$17.74,$19.99,9780451477996,Penguin Publishing Group,07/31/2018,928,5.90(w) x 8.90(h) x 1.70(d)
A Common Life: The Wedding Story (Mitford Series #6),Jan Karon,Paperback,$14.40,$16.00,9780142000342,Penguin Publishing Group,03/26/2002,208,5.06(w) x 7.69(h) x 0.55(d)
A Common Struggle: A Personal Journey Through the Past and Future of Mental Illness and Addiction,Patrick J. Kennedy,Paperback,$15.30,$17.00,9780399185717,Penguin Publishing Group,09/13/2016,432,5.40(w) x 8.10(h) x 1.00(d)
A Complicated Kindness,Miriam Toews,Paperback,$16.95,$16.95,9781640091412,Counterpoint Press,01/22/2019,272,5.00(w) x 8.00(h) x (d)
A Concise Biography of Adolf Hitler,Thomas Fuchs,Paperback,$7.99,$7.99,9780425173404,Penguin Publishing Group,02/28/2000,288,6.74(w) x 10.88(h) x 0.77(d)
A Confederacy of Dunces,John Kennedy Toole,Paperback,$13.60,$16.00,9780802130204,"Grove/Atlantic, Inc.",01/28/1994,416,5.75(w) x 8.50(h) x (d)
A Consequential President: The Legacy of Barack Obama,Michael D'Antonio,Paperback,$16.22,$16.99,9781250160485,St. Martin's Press,01/09/2018,320,5.40(w) x 8.10(h) x 1.00(d)
A Conspiracy in Belgravia (Lady Sherlock Series #2),Sherry Thomas,Paperback,$13.50,$15.00,9780425281413,Penguin Publishing Group,09/05/2017,336,5.40(w) x 8.20(h) x 0.90(d)
A Conspiracy of Paper (Benjamin Weaver Series #1),David Liss,Paperback,$15.30,$17.00,9780804119122,Random House Publishing Group,01/28/2001,480,5.21(w) x 7.97(h) x 1.03(d)
"A Country of Vast Designs: James K. Polk, the Mexican War and the Conquest of the American Continent",Robert W. Merry,Paperback,$18.46,$19.00,9780743297448,Simon & Schuster,11/02/2010,592,6.20(w) x 9.20(h) x 1.50(d)
A Cupboard Full of Coats: A Novel,Yvvette Edwards,Paperback,$15.59,$15.99,9780062183736,HarperCollins Publishers,05/10/2016,272,5.20(w) x 7.90(h) x 0.80(d)
A Curious Mind: The Secret to a Bigger Life,Brian Grazer,Paperback,$15.30,$17.00,9781476730776,Simon & Schuster,04/26/2016,320,5.40(w) x 8.30(h) x 0.90(d)
A Dangerous Collaboration (Veronica Speedwell Series #4),Deanna Raybourn,Hardcover,$22.10,$26.00,9780451490711,Penguin Publishing Group,03/12/2019,336,6.00(w) x 9.10(h) x 1.40(d)
A Dangerous Fortune,Ken Follett,Paperback,$8.99,$8.99,9780440217497,Random House Publishing Group,11/28/1994,576,4.16(w) x 6.86(h) x 1.22(d)
A Dangerous Place (Maisie Dobbs Series #11),Jacqueline Winspear,Paperback,$14.39,$15.99,9780062220561,HarperCollins Publishers,02/23/2016,336,5.31(w) x 8.00(h) x 0.76(d)
A Darker Sea: Master Commandant Putnam and the War of 1812,James L. Haley,Paperback,$14.40,$16.00,9780425282823,Penguin Publishing Group,10/16/2018,400,5.40(w) x 7.70(h) x 0.80(d)
A Day in the Life of a Smiling Woman: Complete Short Stories,Margaret Drabble,Paperback,$14.31,$14.99,9780547737355,Houghton Mifflin Harcourt,03/01/2012,256,5.34(w) x 7.82(h) x 0.62(d)
"A Day in the Life of Ancient Rome: Daily Life, Mysteries, and Curiosities",Alberto Angela,Paperback,$14.40,$16.00,9781933372716,"Europa Editions, Incorporated",05/26/2009,352,5.30(w) x 8.20(h) x 1.40(d)
A Death in the Small Hours (Charles Lenox Series #6),Charles Finch,Paperback,$16.19,$17.99,9781250031495,St. Martin's Press,08/06/2013,336,5.76(w) x 8.08(h) x 0.88(d)
A Death of No Importance,Mariah Fredericks,Paperback,$7.77,$9.99,9781250306555,St. Martin's Press,03/12/2019,320,5.30(w) x 8.20(h) x 0.90(d)
A Devious Death (Lady and Lady's Maid Series #3),Alyssa Maxwell,Paperback,$14.36,$15.95,9781617738401,Kensington,11/27/2018,304,5.40(w) x 8.20(h) x 1.10(d)
A Dictionary of Mutual Understanding,Jackie Copleton,Paperback,$14.83,$16.00,9780143128250,Penguin Publishing Group,12/01/2015,304,5.30(w) x 8.00(h) x 0.80(d)
A Doll's House and Other Plays,Henrik Ibsen,Paperback,$12.00,$12.00,9780141194561,Penguin Publishing Group,09/13/2016,448,5.00(w) x 7.70(h) x 1.10(d)
A Dream of Passion: The Development of the Method,Lee Strasberg,Paperback,$15.46,$16.00,9780452261983,Penguin Publishing Group,10/28/1988,240,5.29(w) x 7.93(h) x 0.49(d)
A Duty to the Dead (Bess Crawford Series #1),Charles Todd,Paperback,$15.34,$15.99,9780061791772,HarperCollins Publishers,08/17/2010,335,5.30(w) x 7.90(h) x 1.00(d)
A Falcon Flies (Ballantyne Series #1),Wilbur Smith,Paperback,$14.83,$16.00,9781499860528,Zaffre,06/05/2018,705,5.25(w) x 8.00(h) x 1.30(d)
A False Mirror (Inspector Ian Rutledge Series #9),Charles Todd,Paperback,$14.69,$14.99,9780062103222,HarperCollins Publishers,06/05/2012,400,5.36(w) x 7.80(h) x 0.96(d)
A Far Cry from Kensington,Muriel Spark,Paperback,$15.95,$15.95,9780811223027,New Directions Publishing Corporation,05/27/2014,176,5.30(w) x 7.90(h) x 0.50(d)
A Fatal Waltz (Lady Emily Series #3),Tasha Alexander,Paperback,$14.39,$15.99,9780061174230,HarperCollins Publishers,06/23/2009,320,5.31(w) x 8.00(h) x 0.72(d)
A Father First: How My Life Became Bigger Than Basketball,Dwyane Wade,Paperback,$13.49,$14.99,9780062136169,HarperCollins Publishers,05/14/2013,337,5.20(w) x 7.90(h) x 1.00(d)
A Few of the Girls: Stories,Maeve Binchy,Paperback,$15.87,$15.95,9781101971666,Knopf Doubleday Publishing Group,02/07/2017,336,5.20(w) x 8.00(h) x 0.70(d)
A Fighter's Heart: One Man's Journey Through the World of Fighting,Sam Sheridan,Paperback,$15.30,$17.00,9780802143433,"Grove/Atlantic, Inc.",01/21/2008,320,5.40(w) x 8.10(h) x 0.90(d)
A Fine Balance,Rohinton Mistry,Paperback,$16.20,$18.00,9781400030651,Knopf Doubleday Publishing Group,11/30/2001,624,5.10(w) x 8.00(h) x 1.30(d)
A Fine Retribution: An Alan Lewrie Naval Adventure,Dewey Lambdin,Hardcover,$24.29,$26.99,9781250103628,St. Martin's Press,05/30/2017,368,6.00(w) x 9.40(h) x 1.40(d)
A Fine Summer's Day (Inspector Ian Rutledge Series #17),Charles Todd,Paperback,$13.49,$14.99,9780062237132,HarperCollins Publishers,09/29/2015,384,5.31(w) x 8.00(h) x 0.86(d)
A Fire to Win: The Life and Times of Woody Hayes,John Lombardo,Paperback,$20.69,$22.99,9780312360368,St. Martin's Press,09/19/2006,304,5.50(w) x 8.50(h) x 0.68(d)
A Forgotten Place (Bess Crawford Series #10),Charles Todd,Hardcover,$25.19,$27.99,9780062678829,HarperCollins Publishers,09/18/2018,368,6.30(w) x 9.00(h) x 1.30(d)
A Full Life: Reflections at Ninety,Jimmy Carter,Paperback,$15.29,$16.99,9781501115646,Simon & Schuster,07/19/2016,272,6.10(w) x 9.20(h) x 0.70(d)
A Futile and Stupid Gesture: How Doug Kenney and National Lampoon Changed Comedy Forever,Josh Karp,Paperback,$18.32,$19.99,9781556527623,"Chicago Review Press, Incorporated",04/01/2008,416,6.00(w) x 9.00(h) x 0.89(d)
A Game Plan for Life: The Power of Mentoring,John Wooden,Paperback,$14.40,$16.00,9781608192687,Bloomsbury USA,03/01/2011,208,5.40(w) x 8.10(h) x 0.60(d)
A Gentleman in Moscow,Amor Towles,Paperback,$13.60,$17.00,9780143110439,Penguin Publishing Group,03/26/2019,496,5.40(w) x 8.20(h) x 1.30(d)
A Gentlewoman's Guide to Murder,Victoria Hamilton,Paperback,$14.39,$15.99,9780738758046,"Llewellyn Worldwide, LTD.",02/08/2019,360,5.20(w) x 7.90(h) x 0.90(d)
A Glass of Blessings,Barbara Pym,Paperback,$14.75,$14.99,9781480408043,Open Road Integrated Media LLC,03/05/2013,246,5.50(w) x 8.40(h) x 0.70(d)
A God in Ruins,Kate Atkinson,Paperback,$5.98,$17.99,9780594777960,"Little, Brown and Company",01/12/2016,480,5.40(w) x 8.30(h) x 1.30(d)
A Godly Hero: The Life of William Jennings Bryan,Michael Kazin,Paperback,$17.99,$18.00,9780385720564,Knopf Doubleday Publishing Group,03/13/2007,432,5.20(w) x 8.00(h) x 0.90(d)
A Good Life Wasted: Or Twenty Years as a Fishing Guide,Dave Ames,Paperback,$14.95,$14.95,9781592286317,"Rowman & Littlefield Publishers, Inc.",08/01/2005,256,6.00(w) x 9.00(h) x (d)
"A Good Man: Rediscovering My Father, Sargent Shriver",Mark Shriver,Paperback,$16.19,$17.99,9781250031440,St. Martin's Press,04/30/2013,304,5.72(w) x 8.10(h) x 0.78(d)
A Grain of Wheat,Ngugi wa Thiong'o,Paperback,$16.30,$17.00,9780143106760,Penguin Publishing Group,06/05/2012,272,5.00(w) x 7.60(h) x 0.80(d)
A Grave Matter (Lady Darby Mystery Series #3),Anna Lee Huber,Paperback,$16.00,$16.00,9780425253694,Penguin Publishing Group,07/01/2014,432,5.10(w) x 7.90(h) x 1.00(d)
A Guide to the Birds of East Africa,Nicholas Drayson,Paperback,$14.95,$14.95,9780547247953,Houghton Mifflin Harcourt,09/10/2009,210,5.30(w) x 7.90(h) x 0.50(d)
A Gun for Sale,Graham Greene,Paperback,$15.00,$15.00,9780143039303,Penguin Publishing Group,08/16/2005,208,5.10(w) x 7.80(h) x 0.50(d)
A Gypsy Life,Clare Allcard,Paperback,$21.99,$21.99,9780956072269,Imperator Publishing,12/31/2016,252,6.14(w) x 9.21(h) x 0.68(d)
A Handful of Dust,Evelyn Waugh,Paperback,$14.82,$15.99,9780316216265,"Little, Brown and Company",12/11/2012,304,5.50(w) x 8.25(h) x 0.75(d)
A Heart for Home (Home to Blessing Series #3),Lauraine Snelling,Paperback,$15.00,$15.00,9780764206115,Baker Publishing Group,03/01/2011,358,5.50(w) x 8.30(h) x 1.00(d)
A Hero of France: A Novel,Alan Furst,Paperback,$14.40,$16.00,9780812986464,Random House Publishing Group,02/28/2017,256,5.20(w) x 8.00(h) x 0.60(d)
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,Hardcover,$25.49,$29.99,9781250192455,Flatiron Books,04/17/2018,312,6.35(w) x 9.41(h) x 1.10(d)
A History of Ancient Egypt Volume 2: From the Great Pyramid to the Fall of the Middle Kingdom,John Romer,Hardcover,$29.25,$32.50,9781250030139,St. Martin's Press,03/07/2017,672,6.10(w) x 9.10(h) x 2.30(d)
"A History of Babylon, 2200 BC - AD 75",Paul-Alain Beaulieu,Paperback,$44.95,$44.95,9781405188982,Wiley,02/05/2018,312,6.70(w) x 9.50(h) x 0.70(d)
A History of Iran: Empire of the Mind,Michael Axworthy,Paperback,$16.19,$17.99,9780465098767,Basic Books,05/24/2016,384,6.10(w) x 9.10(h) x 1.10(d)
A History of My Times,Xenophon,Paperback,$17.65,$19.00,9780140441758,Penguin Publishing Group,05/28/1979,432,5.11(w) x 7.80(h) x 0.99(d)
A History Of Skiing In Colorado,Abbott Fay,Paperback,$16.95,$16.95,9781890437343,Western Reflections Publishing,08/05/2008,208,5.50(w) x 8.50(h) x 0.44(d)
A History of the World,Alex Woolf,Paperback,$15.26,$16.95,9781784049140,Arcturus Publishing Limited,03/15/2016,352,8.90(w) x 10.70(h) x 1.10(d)
A Hope Divided,Alyssa Cole,Paperback,$13.50,$15.00,9781496707468,Kensington,11/28/2017,320,5.50(w) x 8.20(h) x 0.90(d)
A House for Mr. Biswas,V. S. Naipaul,Paperback,$16.79,$16.95,9780375707162,Knopf Doubleday Publishing Group,03/28/2001,576,5.16(w) x 7.99(h) x 0.95(d)
A Hundred Flowers: A Novel,Gail Tsukiyama,Paperback,$15.99,$15.99,9781250022547,St. Martin's Press,08/27/2013,320,5.50(w) x 8.10(h) x 0.90(d)
A Hundred Summers,Beatriz Williams,Paperback,$14.83,$16.00,9780425270035,Penguin Publishing Group,04/01/2014,432,5.10(w) x 7.90(h) x 1.10(d)
A Hunter's Road: A Journey with Gun and Dog Across the American Uplands,Jim Fergus,Paperback,$21.61,$22.99,9780805030082,"Holt, Henry & Company, Inc.",10/15/1993,312,6.14(w) x 9.21(h) x 0.64(d)
A Kind of Grace: The Autobiography of the World's Greatest Female Athlete,Jackie Joyner-Kersee,Hardcover,$27.00,$30.00,9780446522489,Grand Central Publishing,10/01/1997,336,6.30(w) x 9.10(h) x 1.10(d)
A King's Ransom,Sharon Kay Penman,Paperback,$15.87,$17.00,9780345528339,Random House Publishing Group,02/10/2015,720,5.60(w) x 8.10(h) x 1.70(d)
A Ladder to the Sky,John Boyne,Hardcover,$24.30,$27.00,9781984823014,Crown/Archetype,11/13/2018,384,6.40(w) x 9.10(h) x 1.40(d)
A Land More Kind Than Home: A Novel,Wiley Cash,Paperback,$13.49,$14.99,9780062088239,HarperCollins Publishers,01/22/2013,309,5.20(w) x 7.90(h) x 1.00(d)
A Lesson before Dying,Ernest J. Gaines,Paperback,$11.90,$14.00,9780375702709,Knopf Doubleday Publishing Group,09/28/1997,272,7.98(w) x 5.32(h) x 0.58(d)
A Lesson in Secrets (Maisie Dobbs Series #8),Jacqueline Winspear,Paperback,$14.39,$15.99,9780061727719,HarperCollins Publishers,03/06/2012,352,5.30(w) x 7.90(h) x 1.00(d)
A Life in Parts,Bryan Cranston,Paperback,$15.30,$17.00,9781476793870,Scribner,08/08/2017,288,5.40(w) x 8.30(h) x 0.80(d)
"A Life Lived: The Story of William ""Bill"" Blair From The Negro Baseball League to Newspaper Publisher.","William ""Bill"" Blair",Paperback,$13.95,$13.95,9781491834107,AuthorHouse,12/27/2013,98,5.00(w) x 8.00(h) x 0.23(d)
A Life Well Played: My Stories,Arnold Palmer,Hardcover,$5.98,$22.99,9780594857815,St. Martin's Press,10/11/2016,272,5.30(w) x 7.10(h) x 1.00(d)
A Life Without Limits: A World Champion's Journey,Chrissie Wellington,Paperback,$14.40,$16.00,9781455505586,Center Street,04/23/2013,274,5.10(w) x 7.90(h) x 0.90(d)
A Line Made by Walking,Sara Baume,Paperback,$13.89,$14.99,9781328915818,Houghton Mifflin Harcourt,04/24/2018,336,5.31(w) x 8.00(h) x 0.83(d)
A Lineage of Grace,Francine Rivers,Paperback,$15.29,$16.99,9780842356329,Tyndale House Publishers,10/01/2009,576,5.90(w) x 9.00(h) x 1.60(d)
"A Little Piece of Light: A Memoir of Hope, Prison, and a Life Unbound",Donna Hylton,Hardcover,$25.20,$28.00,9780316559256,Hachette Books,06/05/2018,272,5.10(w) x 11.90(h) x 3.60(d)
A Lonely Death (Inspector Ian Rutledge Series #13),Charles Todd,Paperback,$14.40,$15.99,9780061726200,HarperCollins Publishers,12/20/2011,368,5.34(w) x 8.52(h) x 0.90(d)
A Long Shadow (Inspector Ian Rutledge Series #8),Charles Todd,Paperback,$14.99,$14.99,9780061208515,HarperCollins Publishers,10/25/2011,368,8.02(w) x 5.28(h) x 0.89(d)
A Long Way Down,Nick Hornby,Paperback,$14.40,$16.00,9781594481932,Penguin Publishing Group,05/02/2006,368,5.15(w) x 8.00(h) x 0.93(d)
A Lotus Grows in the Mud,Goldie Hawn,Paperback,$15.30,$17.00,9780425207888,Penguin Publishing Group,02/28/2006,464,5.99(w) x 8.97(h) x 0.97(d)
A Love Letter Life: Pursue Creatively. Date Intentionally. Love Faithfully.,Jeremy Roloff,Hardcover,$18.89,$26.99,9780310353621,Zondervan,04/02/2019,240,6.10(w) x 8.30(h) x 1.20(d)
A Lucky Life Interrupted: A Memoir of Hope,Tom Brokaw,Hardcover,$6.98,$27.00,9780594760986,Random House Publishing Group,05/12/2015,240,5.40(w) x 8.30(h) x 1.20(d)
A Man and His Presidents: The Political Odyssey of William F. Buckley Jr.,Alvin S. Felzenberg,Paperback,$19.80,$22.00,9780300234442,Yale University Press,02/27/2018,448,6.10(w) x 9.20(h) x 1.30(d)
A Man Called Ove,Fredrik Backman,Paperback,$13.60,$16.00,9781476738024,Washington Square Press,05/05/2015,368,5.20(w) x 8.20(h) x 1.20(d)
A Man without Breath (Bernie Gunther Series #9),Philip Kerr,Paperback,$14.87,$16.00,9780143125136,Penguin Publishing Group,03/25/2014,496,5.00(w) x 7.70(h) x 1.00(d)
A Matter of Justice (Inspector Ian Rutledge Series #11),Charles Todd,Paperback,$13.89,$14.99,9780061233609,HarperCollins Publishers,12/08/2009,335,5.30(w) x 7.90(h) x 0.90(d)
A Memory of Violets: A Novel of London's Flower Sellers,Hazel Gaynor,Paperback,$13.49,$14.99,9780062316899,HarperCollins Publishers,02/03/2015,432,5.40(w) x 8.10(h) x 0.90(d)
A Mercy,Toni Morrison,Paperback,$14.36,$15.95,9780307276766,Knopf Doubleday Publishing Group,08/11/2009,224,5.20(w) x 8.00(h) x 0.63(d)
"A Moment in Time: An American Story of Baseball, Heartbreak, and Grace",Ralph Branca,Paperback,$15.99,$15.99,9781451636901,Scribner,10/18/2014,240,5.90(w) x 8.90(h) x 0.90(d)
